,ID,none_sent,lm_sent,none_pred,LM_pred,true
205951,2cada9bb-adf4-4f5a-bcb0-25c62f19cd08,virtual  band  dethklok  also  make  cameo  appearances  in  the  video  . ,"virtual  band  dethklok  also  make  cameo  appearances  in  the  video  . dethklok is a fictional melodic death metal band featured in the adult swim animated television series metalocalypse. the first official dethklok album was released on september 25, 2007, entitled the dethalbum.",O I-GRP B-GRP O O O O O O O O,O O B-GRP O O O O O O O O,O O B-GRP O O O O O O O O
147848,f6637628-be3d-44a8-af66-c7fe714e8cd3,latest  update  on  betty  constable ,"latest  update  on  betty  constable betty or bettie is a name, a common diminutive for the names bethany and elizabeth. in latin america, it is also a common diminutive for the given name beatriz, the spanish and portuguese form of the latin name beatrix and the english name beatrice.",O O O B-CW I-CW,O O O B-PER I-PER,O O O B-PER I-PER
49251,87b66681-7412-4ad7-80f3-6b99ed7c2704,parfois  software ,"parfois  software parfois is a portuguese women's accessories brand with fashion accessories such as handbags, jewelry, wallets, sunglasses, belts, scarves, watches, hair accessories, etc. parfois started as a fashion accessory brand in 1994, opening its first store in porto, portugal.",O B-CW,B-CORP O,B-CORP O
115996,0abb9c20-91fb-499e-b7ec-875aac2d6000,"stephenie  meyer  ,  (  born  1973  )  author  of  the  twilight  series ","stephenie  meyer  ,  (  born  1973  )  author  of  the  twilight  series stephenie meyer  is an american novelist and film producer. she is best known for writing the vampire romance series twilight, which has sold over 100 million copies, with translations into 37 different languages.",B-PER I-PER O O O O O O O B-CW B-CW O,B-PER I-PER O O O O O O O O B-CW O,B-PER I-PER O O O O O O O O B-CW O
214524,4d918624-18e5-414b-a522-74eabc56c49e,ericson  core  husband ,"ericson  core  husband ericson core is an american film director and cinematographer, best known for directing the 2006 sports film invincible and the 2015 film point break. he has been director of photography on several films including payback, the fast and the furious, and daredevil.",B-CW I-GRP O,B-PER I-PER O,B-PER I-PER O
64700,089460ff-bac3-400f-a46b-0fe5d50e438a,chicago  fire  soccer  club  model ,"chicago  fire  soccer  club  model chicago  is the most populous city in the u.s. state of illinois and the third most populous in the united states after new york city and los angeles. with a population of 2,746,388 in the 2020 census, it is also the most populous city in the midwest.",B-GRP I-GRP I-GRP O O,B-GRP I-GRP I-GRP I-GRP O,B-GRP I-GRP I-GRP I-GRP O
98574,81e809b8-490e-4ba5-901d-532b63f4e246,types  of  jaguar  xf  (x250) ,"types  of  jaguar  xf  (x250) the jaguar  is a large cat species and the only living member of the genus panthera native to the americas. with a body length of up to 1.85 m  and a weight of up to 158 kg , it is the largest cat species in the americas and the third largest in the world.",O O B-PROD I-PROD O,O O B-PROD I-PROD I-PROD,O O B-PROD I-PROD I-PROD
88277,81c330bb-8441-4012-84b9-34329ca308d1,meaning  of  the  name  radelchis  i  of  benevento ,"meaning  of  the  name  radelchis  i  of  benevento benevento  is a city and comune of campania, italy, capital of the province of benevento, 50 kilometres  northeast of naples. it is situated on a hill 130 metres  above sea level at the confluence of the calore irpino  and the sabato.",O O O O B-PER I-PER O B-LOC,O O O O B-PER I-PER I-PER I-PER,O O O O B-PER I-PER I-PER I-PER
42395,a92cf96d-71ae-43e7-a1c3-14de136b9670,2012  chevrolet  s-10  blazer ,"2012  chevrolet  s-10  blazer chevrolet   is an american automobile division of the american manufacturer general motors . louis chevrolet , arthur chevrolet and ousted general motors founder william c. durant  started the company on november 3, 1911 as the chevrolet motor car company.",O B-PROD I-PROD O,O B-PROD I-PROD I-PROD,O B-PROD I-PROD I-PROD
110874,7ed5db99-9d3f-48ac-972a-4572fff0fd7d,carlos  simpson  children ,"carlos  simpson  children carlos tschudi simpson  is an american mathematician, specializing in algebraic geometry. simpson received his ph.d. in 1987 from harvard university, where he was supervised by wilfried schmid; his thesis was titled systems of hodge bundles and uniformization.",B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
79661,82eca195-06ad-4c83-9da9-2ab2daa35b68,1972  chevrolet  s-10  blazer ,"1972  chevrolet  s-10  blazer chevrolet   is an american automobile division of the american manufacturer general motors . louis chevrolet , arthur chevrolet and ousted general motors founder william c. durant  started the company on november 3, 1911 as the chevrolet motor car company.",O B-PROD I-PROD O,O B-PROD I-PROD I-PROD,O B-PROD I-PROD I-PROD
39604,a6aeffad-d9ca-480e-b344-4be7a8a0244b,konec  county  clerk  of  courts ,konec  county  clerk  of  courts konec  is a settlement at the foothills of the gorjanci range in the city municipality of novo mesto in southeastern slovenia. the area is part of the traditional region of lower carniola and is now included in the southeast slovenia statistical region.,B-LOC I-LOC O O O,B-LOC O O O O,B-LOC O O O O
39753,56114b8d-ceda-4d38-bb78-d5026cbb58c0,wrcg  is  an  affiliate  of  the  atlanta  braves  radio  network  . ,"wrcg  is  an  affiliate  of  the  atlanta  braves  radio  network  . atlanta  is the capital and most populous city of the u.s. state of georgia. it is the seat of fulton county, the most populous county in georgia, although a portion of the city extends into neighboring dekalb county.",O O O O O O B-GRP I-GRP I-CORP O O,O O O O O O B-GRP I-GRP O O O,O O O O O O B-GRP I-GRP O O O
200005,be022675-75b7-4966-be0e-78f8319a6b92,the  government  of  india  awarded  him  the  civilian  honour  of  padma  shri  in  1971  . ,"the  government  of  india  awarded  him  the  civilian  honour  of  padma  shri  in  1971  . india, officially the republic of india , is a country in south asia. it is the seventh-largest country by area, the second-most populous country, and the most populous democracy in the world.",O B-GRP I-GRP I-GRP O O O O O O B-PER I-GRP O O O,O B-GRP I-GRP I-GRP O O O O O O B-GRP I-GRP O O O,O B-GRP I-GRP I-GRP O O O O O O B-GRP I-GRP O O O
35984,ef0cbbba-8671-4e8e-be0b-e1983ca23ff4,"however  ,  the  result  shows  that  he  only  finished  his  first  two  races  in  timaru  and  invercargill  . ","however  ,  the  result  shows  that  he  only  finished  his  first  two  races  in  timaru  and  invercargill  . invercargill  is the southernmost and westernmost city in new zealand, and one of the southernmost cities in the world. it is the commercial centre of the southland region.",O O O O O O O O O O O O O O B-LOC O B-CORP O,O O O O O O O O O O O O O O B-LOC O B-LOC O,O O O O O O O O O O O O O O B-LOC O B-LOC O
143961,5f477d66-195e-45df-9e34-a75c48f970a1,words  associated  with  bc  partizani  tirana ,"words  associated  with  bc  partizani  tirana tirana  is the capital and largest city of albania. it is located in the centre of the country, enclosed by mountains and hills with dajti rising to the east and a slight valley to the northwest overlooking the adriatic sea in the distance.",O O O B-CORP I-GRP I-GRP,O O O B-GRP I-GRP I-GRP,O O O B-GRP I-GRP I-GRP
92348,4897e2c6-5cb5-4342-9e7a-66cc17322d33,she  graduated  from  sarah  lawrence  college  in  1986  with  a  b  .  a  .  degree  . ,"she  graduated  from  sarah  lawrence  college  in  1986  with  a  b  .  a  .  degree  . sarah lawrence college is a private liberal arts college in yonkers, new york. the college models its approach to education after the oxford/cambridge system of one-on-one student-faculty tutorials.",O O O B-LOC I-LOC I-LOC O O O O O O O O O O,O O O B-GRP I-GRP I-GRP O O O O O O O O O O,O O O B-GRP I-GRP I-GRP O O O O O O O O O O
145791,60c087b6-c06e-4963-bde4-bbde579bcc7d,"helendale,  california  waste  management ","helendale,  california  waste  management california is a state in the western united states, located along the pacific coast. with nearly 39.2 million residents across a total area of approximately 163,696 square miles , it is the most populous u.s. state and the third-largest by area.",B-CORP I-CORP I-CORP I-CORP,B-LOC I-LOC O O,B-LOC I-LOC O O
81655,4e63e412-c57d-44c7-9c15-afcf3149789c,clint  albright  children ,"clint  albright  children clinton howard ""the professor"" albright  was a canadian professional ice hockey centre. born in winnipeg, manitoba, albright played 59 games in the national hockey league  for the new york rangers in the 1948–49 season, wearing the number fifteen on his jersey.",B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
132664,357ff47e-fbcd-4e1f-b9a9-f8a2fa68498d,rio  grande  southern  railroad  account  recovery ,"rio  grande  southern  railroad  account  recovery rio or río is the portuguese, spanish, and maltese word for ""river"". the term also exists in italian, but is largely obsolete and used in a poetical or literary context to mean ""stream""; the standard italian word for ""river"" is ""fiume"".",B-GRP I-GRP I-GRP I-GRP O O,B-CORP I-CORP I-CORP I-CORP O O,B-CORP I-CORP I-CORP I-CORP O O
114990,45f8d72d-a150-4c42-816c-6ecfa62e3fac,persian  casio  pb-1000 ,"persian  casio  pb-1000 casio computer co., ltd.  is a japanese multinational electronics manufacturing corporation headquartered in shibuya, tokyo, japan. its products include calculators, mobile phones, digital cameras, electronic musical instruments, and analogue and digital watches.",O I-PROD I-PROD,O B-PROD I-PROD,O B-PROD I-PROD
85940,bb279183-9bc3-4714-a864-b1f106c2348f,"the  decatur,  indiana ","the  decatur,  indiana decatur may refer to a number of places, streets, military establishments, schools, and others mostly named after stephen decatur: indiana  is a u.s. state in the midwestern united states. it is the 38th-largest by area and the 17th-most populous of the 50 states.",O B-LOC I-CW,O B-LOC I-LOC,O B-LOC I-LOC
25664,d687dd0a-d428-4f35-bd4e-b85cda7a40bd,romeo  benetti  childhood ,"romeo  benetti  childhood romeo montague  is the male protagonist of william shakespeare's tragedy romeo and juliet. the son of lord montague and his wife, lady montague, he secretly loves and marries juliet, a member of the rival house of capulet, through a priest named friar laurence.",B-PER I-PER B-CW,B-PER I-PER O,B-PER I-PER O
117825,ea8686aa-79ba-446a-8cca-99494a07a82e,world's  largest  osh ,"world's  largest  osh osh  is the second-largest city in kyrgyzstan, located in the fergana valley in the south of the country and often referred to as the ""capital of the south"". it is the oldest city in the country  and has served as the administrative center of osh region since 1939.",O O B-CORP,O O B-LOC,O O B-LOC
172824,1fbe827b-2293-4b86-85e0-8022e321d662,order  of  the  crown  (belgium)  wiki ,"order  of  the  crown  (belgium)  wiki belgium, officially the kingdom of belgium, is a country in northwestern europe. the country is bordered by the netherlands to the north, germany to the east, luxembourg to the southeast, france to the southwest, and the north sea to the northwest.",B-CW I-CW I-CW I-CW O O,B-GRP I-GRP I-GRP I-GRP I-GRP O,B-GRP I-GRP I-GRP I-GRP I-GRP O
10542,b83e4416-5429-4842-8ea5-60b6d0c0dead,loin  cloth  usa ,"loin  cloth  usa the united states of america , commonly known as the united states  or america, is a country primarily located in north america. it consists of 50 states, a federal district, five major unincorporated territories, nine minor outlying islands, and 326 indian reservations.",O O O,B-PROD I-PROD O,B-PROD I-PROD O
215941,62c29e1e-6c34-4a09-9845-2473c788e9df,"the  projects  influences  are  tool  ,  opeth  ,  and  devin  townsend  . ","the  projects  influences  are  tool  ,  opeth  ,  and  devin  townsend  . devin garrett townsend  is a canadian singer, songwriter, musician, and record producer. he founded extreme metal band strapping young lad and was its primary songwriter, vocalist, and guitarist from 1994 to 2007.",O O O O B-PER O B-PER O O B-PER I-PER O,O O O O B-GRP O B-GRP O O B-PER I-PER O,O O O O B-GRP O B-GRP O O B-PER I-PER O
205381,847a1698-312b-48a8-b49b-59f5365b6556,"round  hill,  loudoun  county  average  temperature ","round  hill,  loudoun  county  average  temperature round hill may refer to several places: loudoun county  is in the northern part of the commonwealth of virginia in the united states. in 2020, the census returned a population of 420,959, making it virginia's third-most populous county.",O O B-LOC I-LOC O O,B-LOC I-LOC I-LOC I-LOC O O,B-LOC I-LOC I-LOC I-LOC O O
128996,42e6ca59-e10b-4c5d-ad67-96e4624295e7,renault  do  brasil  origin ,"renault  do  brasil  origin groupe renault  is a french multinational automobile manufacturer established in 1899. the company produces a range of cars and vans, and in the past has manufactured trucks, tractors, tanks, buses/coaches, aircraft and aircraft engines, and autorail vehicles.",B-PROD I-PROD I-PROD O,B-CORP I-CORP I-CORP O,B-CORP I-CORP I-CORP O
25529,12efc212-0ac5-4628-8051-42e2a02e28e8,google  häagen-dazs ,"google  häagen-dazs häagen-dazs  is an american ice cream brand, established by reuben and rose mattus in the bronx, new york, in 1960. starting with only three flavors: vanilla, chocolate, and coffee, the company opened its first retail store in brooklyn, new york, on november 15, 1976.",B-CORP B-CW,O B-CORP,O B-CORP
